Date,Fatalities,Aboard,Ground
24 Jun 1975,113,124,0
26 Jun 1975,2,2,0
10 Jul 1975,2,4,0
15 Jul 1975,40,40,0
31 Jul 1975,27,75,0
03 Aug 1975,188,188,0
03 Aug 1975,20,20,0
07 Aug 1975,0,131,0
09 Aug 1975,11,11,0
15 Aug 1975,23,38,0
20 Aug 1975,126,128,0
30 Aug 1975,10,32,0
01 Sep 1975,27,34,0
11 Sep 1975,1,9,0
24 Sep 1975,25,61,1
30 Sep 1975,60,60,0
30 Sep 1975,4,4,0
22 Oct 1975,6,6,5
23 Oct 1975,11,11,0
27 Oct 1975,67,67,0
30 Oct 1975,75,120,0
03 Nov 1975,9,9,0
17 Nov 1975,38,38,0
18 Nov 1975,15,22,0
20 Nov 1975,19,50,0
22 Nov 1975,3,48,0
25 Nov 1975,20,20,0
29 Nov 1975,6,6,0
26 Dec 1975,9,9,0
01 Jan 1976,82,82,0
03 Jan 1976,6,6,0
03 Jan 1976,61,61,1
08 Jan 1976,7,7,0
18 Jan 1976,7,10,0
20 Jan 1976,34,42,0
21 Jan 1976,40,40,0
22 Jan 1976,9,11,0
04 Feb 1976,3,3,0
08 Feb 1976,3,6,0
09 Feb 1976,24,124,0
21 Feb 1976,5,11,0
01 Mar 1976,6,9,0
02 Mar 1976,19,22,0
06 Mar 1976,111,111,7
07 Mar 1976,4,4,0
02 Apr 1976,5,16,0
05 Apr 1976,1,50,0
14 Apr 1976,34,34,0
23 Apr 1976,12,12,0
27 Apr 1976,37,88,0
05 May 1976,4,10,0
09 May 1976,17,17,0
15 May 1976,52,52,0
23 May 1976,14,87,3
01 Jun 1976,45,45,0
04 Jun 1976,45,45,1
06 Jun 1976,11,11,0
27 Jun 1976,7,258,0
05 Jul 1976,17,17,0
28 Jul 1976,76,79,0
02 Aug 1976,5,5,0
09 Aug 1976,12,32,0
15 Aug 1976,59,59,0
28 Aug 1976,1,20,0
28 Aug 1976,18,18,0
02 Sep 1976,3,4,0
03 Sep 1976,68,68,0
09 Sep 1976,64,64,0
10 Sep 1976,176,176,0
19 Sep 1976,154,154,0
26 Sep 1976,15,20,0
04 Oct 1976,4,4,0
06 Oct 1976,73,73,0
13 Oct 1976,3,3,113
13 Oct 1976,95,95,0
28 Oct 1976,2,7,0
04 Nov 1976,29,38,0
05 Nov 1976,2,2,0
23 Nov 1976,50,50,0
28 Nov 1976,73,73,0
12 Dec 1976,3,10,0
17 Dec 1976,7,7,0
17 Dec 1976,48,55,0
18 Dec 1976,8,8,0
25 Dec 1976,53,53,19
31 Dec 1976,19,19,0
06 Jan 1977,4,4,0
13 Jan 1977,90,90,0
13 Jan 1977,5,5,0
14 Jan 1977,12,12,0
15 Jan 1977,22,22,0
20 Jan 1977,1,2,0
11 Feb 1977,4,5,0
15 Feb 1977,77,98,0
28 Feb 1977,4,10,0
01 Mar 1977,19,21,0
03 Mar 1977,44,44,0
04 Mar 1977,2,4,0
27 Mar 1977,583,644,0
29 Mar 1977,15,23,0
30 Mar 1977,8,27,0
04 Apr 1977,62,85,8
10 Apr 1977,35,35,0
19 Apr 1977,21,21,0
27 Apr 1977,28,28,0
10 May 1977,54,54,0
13 May 1977,9,9,0
14 May 1977,6,6,0
16 May 1977,4,25,1
27 May 1977,67,69,0
03 Jun 1977,18,18,0
20 Jun 1977,12,15,0
21 Jun 1977,16,16,0
06 Jul 1977,3,3,0
08 Jul 1977,6,7,0
14 Jul 1977,30,30,0
20 Jul 1977,5,5,0
20 Jul 1977,40,40,0
24 Jul 1977,38,82,0
25 Jul 1977,25,40,0
01 Aug 1977,2,2,0
20 Aug 1977,3,3,0
25 Aug 1977,2,2,0
02 Sep 1977,4,4,0
04 Sep 1977,33,33,0
06 Sep 1977,13,13,0
08 Sep 1977,19,19,0
12 Sep 1977,4,4,0
14 Sep 1977,20,20,0
22 Sep 1977,29,53,0
27 Sep 1977,34,79,0
20 Oct 1977,6,26,0
21 Oct 1977,24,37,0
03 Nov 1977,13,13,0
19 Nov 1977,131,164,0
19 Nov 1977,5,5,0
21 Nov 1977,46,79,0
26 Nov 1977,32,32,0
02 Dec 1977,59,165,0
04 Dec 1977,100,100,0
08 Dec 1977,17,19,0
09 Dec 1977,17,23,0
11 Dec 1977,13,13,0
13 Dec 1977,29,29,0
18 Dec 1977,36,57,0
18 Dec 1977,3,3,0
19 Dec 1977,5,10,0
24 Dec 1977,10,10,0
29 Dec 1977,24,24,0
01 Jan 1978,213,213,0
27 Jan 1978,14,14,0
31 Jan 1978,2,14,0
10 Feb 1978,44,44,0
10 Feb 1978,17,17,0
11 Feb 1978,42,49,0
28 Feb 1978,7,7,0
01 Mar 1978,2,200,0
02 Mar 1978,18,18,0
03 Mar 1978,47,47,0
16 Mar 1978,73,73,0
22 Mar 1978,6,6,0
25 Mar 1978,48,48,0
04 Apr 1978,3,6,0
05 Apr 1978,2,9,0
20 Apr 1978,2,109,0
29 Apr 1978,8,12,0
08 May 1978,3,58,0
19 May 1978,4,134,0
23 Jun 1978,10,10,0
26 Jun 1978,18,18,0
26 Jun 1978,2,107,0
14 Aug 1978,18,18,0
26 Aug 1978,14,14,0
30 Aug 1978,10,10,0
03 Sep 1978,15,17,0
03 Sep 1978,11,13,0
03 Sep 1978,38,56,0
09 Sep 1978,3,3,0
09 Sep 1978,18,21,0
13 Sep 1978,6,6,0
14 Sep 1978,21,28,12
25 Sep 1978,137,137,7
03 Oct 1978,15,15,0
03 Oct 1978,2,44,0
06 Oct 1978,18,18,0
07 Oct 1978,38,38,0
08 Oct 1978,2,7,0
22 Oct 1978,11,11,0
23 Oct 1978,26,26,0
05 Nov 1978,18,18,0
15 Nov 1978,183,262,0
18 Nov 1978,15,20,0
19 Nov 1978,77,77,1
21 Nov 1978,27,27,0
25 Nov 1978,5,5,0
04 Dec 1978,2,22,0
16 Dec 1978,10,10,0
17 Dec 1978,1,132,3
23 Dec 1978,108,129,0
28 Dec 1978,10,189,0
15 Jan 1979,13,13,0
24 Jan 1979,14,23,0
27 Jan 1979,5,6,0
30 Jan 1979,6,6,0
08 Feb 1979,18,18,0
12 Feb 1979,59,59,0
12 Feb 1979,2,25,0
17 Feb 1979,2,4,0
19 Feb 1979,5,5,0
01 Mar 1979,8,8,0
10 Mar 1979,3,7,0
14 Mar 1979,12,12,32
14 Mar 1979,45,64,0
17 Mar 1979,58,119,0
26 Mar 1979,10,10,0
29 Mar 1979,17,24,0
14 Apr 1979,1,11,0
18 Apr 1979,3,18,0
23 Apr 1979,57,57,0
25 May 1979,3,3,0
25 May 1979,271,271,2
27 May 1979,12,12,0
30 May 1979,17,18,0
07 Jun 1979,27,27,0
17 Jun 1979,1,10,0
11 Jul 1979,61,61,0
12 Jul 1979,9,9,0
12 Jul 1979,7,7,0
23 Jul 1979,6,6,0
24 Jul 1979,8,21,0
31 Jul 1979,17,47,0
02 Aug 1979,1,3,0
03 Aug 1979,14,14,0
04 Aug 1979,45,45,0
11 Aug 1979,178,178,0
24 Aug 1979,11,16,0
29 Aug 1979,63,63,0
03 Sep 1979,40,44,0
11 Sep 1979,6,6,0
14 Sep 1979,12,12,0
14 Sep 1979,31,31,0
18 Sep 1979,4,9,0
19 Sep 1979,5,5,0
30 Sep 1979,2,16,0
07 Oct 1979,14,156,0
08 Oct 1979,8,8,0
27 Oct 1979,3,12,0
31 Oct 1979,72,88,1
15 Nov 1979,0,78,0
16 Nov 1979,3,5,0
18 Nov 1979,3,3,0
26 Nov 1979,156,156,0
28 Nov 1979,257,257,0
30 Nov 1979,9,9,0
09 Dec 1979,7,7,0
12 Dec 1979,10,11,0
18 Dec 1979,21,21,0
22 Dec 1979,29,29,0
23 Dec 1979,41,45,0
23 Dec 1979,16,16,0
02 Jan 1980,9,9,0
11 Jan 1980,2,2,0
14 Jan 1980,7,9,0
21 Jan 1980,128,128,0
23 Jan 1980,13,13,0
24 Jan 1980,43,44,0
03 Feb 1980,1,37,0
21 Feb 1980,6,7,0
21 Feb 1980,13,13,0
22 Feb 1980,46,47,1
27 Feb 1980,2,135,0
14 Mar 1980,87,87,0
14 Mar 1980,18,18,0
21 Mar 1980,7,10,0
21 Mar 1980,14,14,0
12 Apr 1980,55,58,0
14 Apr 1980,2,53,0
24 Apr 1980,5,7,0
25 Apr 1980,146,146,0
27 Apr 1980,44,53,0
02 Jun 1980,13,13,0
08 Jun 1980,29,29,0
12 Jun 1980,29,29,0
12 Jun 1980,13,15,0
27 Jun 1980,81,81,0
08 Jul 1980,166,166,0
01 Aug 1980,3,7,0
06 Aug 1980,13,13,0
07 Aug 1980,1,168,0
19 Aug 1980,301,301,0
26 Aug 1980,37,37,0
05 Sep 1980,8,8,0
10 Sep 1980,3,3,0
12 Sep 1980,34,34,0
14 Sep 1980,36,36,0
15 Sep 1980,89,89,0
17 Sep 1980,36,36,0
30 Sep 1980,45,45,0
12 Nov 1980,13,13,0
19 Nov 1980,15,226,0
24 Nov 1980,20,20,0
28 Nov 1980,2,2,0
05 Dec 1980,10,10,0
21 Dec 1980,70,70,0
23 Dec 1980,2,291,0
14 Jan 1981,11,11,0
20 Jan 1981,7,9,0
07 Feb 1981,52,52,0
11 Feb 1981,8,8,0
22 Feb 1981,2,8,0
24 Feb 1981,11,14,0
26 Feb 1981,23,24,0
10 Mar 1981,18,18,0
15 Mar 1981,6,24,0
26 Mar 1981,1,52,0
06 Apr 1981,7,7,0
07 Apr 1981,1,2,0
17 Apr 1981,15,19,0
28 Apr 1981,15,17,0
28 Apr 1981,12,12,0
06 May 1981,21,21,0
07 May 1981,31,31,0
16 May 1981,4,4,0
21 May 1981,24,24,0
22 May 1981,18,18,0
29 May 1981,17,17,0
14 Jun 1981,48,48,0
26 Jun 1981,3,3,0
18 Jul 1981,4,4,0
20 Jul 1981,50,50,0
24 Jul 1981,19,19,0
25 Jul 1981,5,9,0
27 Jul 1981,32,66,0
22 Aug 1981,110,110,0
24 Aug 1981,31,32,0
27 Aug 1981,50,50,0
29 Aug 1981,3,34,0
02 Sep 1981,21,22,0
18 Sep 1981,40,40,0
21 Sep 1981,7,70,0
22 Sep 1981,0,0,40
29 Sep 1981,60,80,20
01 Oct 1981,3,3,0
06 Oct 1981,17,17,0
15 Oct 1981,9,9,0
26 Oct 1981,5,5,0
31 Oct 1981,1,24,0
08 Nov 1981,18,18,0
16 Nov 1981,99,167,0
19 Nov 1981,10,10,0
30 Nov 1981,3,3,0
01 Dec 1981,180,180,0
05 Dec 1981,11,12,0
16 Dec 1981,12,12,0
18 Dec 1981,13,13,0
07 Jan 1982,18,18,0
13 Jan 1982,74,79,4
14 Jan 1982,73,73,0
23 Jan 1982,2,212,0
25 Jan 1982,7,7,0
03 Feb 1982,35,35,0
06 Feb 1982,53,53,0
07 Feb 1982,23,23,0
09 Feb 1982,3,32,0
09 Feb 1982,24,174,0
19 Feb 1982,4,4,0
21 Feb 1982,1,12,0
11 Mar 1982,15,15,0
19 Mar 1982,27,27,0
19 Mar 1982,3,3,0
20 Mar 1982,27,27,0
26 Mar 1982,21,21,0
11 Apr 1982,3,3,0
13 Apr 1982,27,27,0
26 Apr 1982,112,112,0
30 Apr 1982,13,13,0
09 May 1982,47,49,0
12 May 1982,7,7,0
19 May 1982,21,30,0
25 May 1982,2,118,0
28 May 1982,10,10,0
01 Jun 1982,53,53,0
08 Jun 1982,137,137,0
12 Jun 1982,44,44,0
22 Jun 1982,17,111,0
24 Jun 1982,0,257,0
28 Jun 1982,132,132,0
03 Jul 1982,12,12,0
06 Jul 1982,90,90,0
09 Jul 1982,145,145,8
11 Jul 1982,4,30,0
23 Jul 1982,0,1,3
11 Aug 1982,1,285,0
12 Aug 1982,8,8,0
14 Aug 1982,20,20,0
14 Aug 1982,11,11,0
01 Sep 1982,44,44,0
04 Sep 1982,10,10,0
11 Sep 1982,46,46,0
13 Sep 1982,50,394,0
29 Sep 1982,7,77,0
17 Nov 1982,15,15,0
29 Nov 1982,15,15,0
29 Nov 1982,22,22,0
07 Dec 1982,2,2,0
09 Dec 1982,46,46,0
09 Dec 1982,84,88,0
23 Dec 1982,16,16,0
24 Dec 1982,25,69,0
09 Jan 1983,1,33,0
11 Jan 1983,3,3,0
16 Jan 1983,47,67,0
13 Feb 1983,6,6,0
09 Mar 1983,11,11,0
10 Mar 1983,19,19,0
11 Mar 1983,23,50,0
30 Mar 1983,2,2,0
07 Apr 1983,2,3,0
16 Apr 1983,8,9,9
19 Apr 1983,21,21,0
19 Apr 1983,14,14,0
26 Apr 1983,11,14,0
29 Apr 1983,8,100,0
30 Apr 1983,15,15,0
05 May 1983,0,172,0
05 May 1983,30,30,0
06 May 1983,33,37,0
02 Jun 1983,3,61,0
02 Jun 1983,23,46,0
06 Jun 1983,47,47,0
08 Jun 1983,0,15,0
16 Jun 1983,14,14,0
21 Jun 1983,7,7,0
28 Jun 1983,6,6,0
01 Jul 1983,23,23,0
11 Jul 1983,119,119,0
16 Jul 1983,20,26,0
23 Jul 1983,0,69,0
17 Aug 1983,10,10,0
30 Aug 1983,90,90,0
01 Sep 1983,269,269,0
02 Sep 1983,9,9,0
14 Sep 1983,11,106,0
23 Sep 1983,112,112,0
28 Sep 1983,10,10,0
07 Oct 1983,7,15,0
08 Oct 1983,9,14,0
11 Oct 1983,10,10,0
28 Oct 1983,1,30,0
08 Nov 1983,130,130,0
23 Nov 1983,4,7,0
27 Nov 1983,181,192,0
28 Nov 1983,53,72,0
07 Dec 1983,93,135,0
14 Dec 1983,3,3,22
17 Dec 1983,2,12,0
24 Dec 1983,44,49,0
02 Jan 1984,13,13,0
03 Jan 1984,38,76,0
09 Jan 1984,1,2,0
10 Jan 1984,50,50,0
13 Jan 1984,1,3,0
28 Jan 1984,4,51,0
30 Jan 1984,3,3,0
16 Feb 1984,26,38,0
19 Feb 1984,28,28,0
28 Feb 1984,0,177,0
13 Mar 1984,4,6,0
16 Mar 1984,23,23,0
24 Mar 1984,5,5,0
24 Mar 1984,29,29,0
31 Mar 1984,6,6,0
18 Apr 1984,19,35,0
08 May 1984,2,2,19
30 May 1984,4,4,0
04 Jun 1984,3,3,0
19 Jun 1984,3,3,0
28 Jun 1984,18,18,0
11 Jul 1984,30,30,0
12 Jul 1984,9,9,0
21 Jul 1984,1,14,0
02 Aug 1984,9,9,0
04 Aug 1984,24,24,0
05 Aug 1984,49,49,0
11 Aug 1984,3,3,0
15 Aug 1984,2,3,0
24 Aug 1984,17,17,0
30 Aug 1984,2,116,0
06 Sep 1984,9,11,0
07 Sep 1984,1,6,0
11 Sep 1984,30,30,0
16 Sep 1984,11,25,0
18 Sep 1984,4,4,49
21 Sep 1984,50,50,0
09 Oct 1984,7,7,0
11 Oct 1984,174,179,4
11 Oct 1984,4,4,0
27 Oct 1984,11,11,0
31 Oct 1984,4,4,0
20 Nov 1984,14,14,0
04 Dec 1984,17,17,0
06 Dec 1984,13,13,0
19 Dec 1984,21,21,0
22 Dec 1984,15,23,0
23 Dec 1984,110,111,0
01 Jan 1985,29,29,0
09 Jan 1985,3,3,0
18 Jan 1985,38,41,0
19 Jan 1985,38,38,0
20 Jan 1985,3,3,0
21 Jan 1985,70,71,0
22 Jan 1985,21,21,0
23 Jan 1985,23,23,0
23 Jan 1985,17,17,0
01 Feb 1985,58,80,0
04 Feb 1985,9,9,0
19 Feb 1985,0,274,0
19 Feb 1985,148,148,0
22 Feb 1985,50,51,0
25 Feb 1985,3,3,0
12 Mar 1985,6,6,0
28 Mar 1985,46,46,0
11 Apr 1985,7,7,0
15 Apr 1985,11,11,0
16 Apr 1985,0,89,0
20 Apr 1985,4,4,0
20 Apr 1985,2,5,0
03 May 1985,76,76,0
06 May 1985,17,17,0
28 May 1985,2,13,0
31 May 1985,2,2,0
14 Jun 1985,1,153,0
23 Jun 1985,17,17,0
23 Jun 1985,329,329,0
10 Jul 1985,200,200,0
24 Jul 1985,80,80,0
02 Aug 1985,134,163,1
12 Aug 1985,520,524,0
12 Aug 1985,8,19,0
15 Aug 1985,3,73,0
22 Aug 1985,55,137,0
25 Aug 1985,8,8,0
27 Aug 1985,7,7,0
04 Sep 1985,52,52,0
06 Sep 1985,31,31,0
22 Sep 1985,26,26,0
25 Sep 1985,9,9,0
29 Sep 1985,17,17,0
09 Oct 1985,2,2,0
10 Oct 1985,2,2,0
11 Oct 1985,14,14,0
11 Oct 1985,2,2,0
11 Oct 1985,1,1,0
12 Oct 1985,4,4,0
15 Nov 1985,4,4,0
21 Nov 1985,11,11,0
24 Nov 1985,60,103,0
25 Nov 1985,22,22,0
12 Dec 1985,256,256,0
30 Dec 1985,25,25,0
31 Dec 1985,7,9,0
18 Jan 1986,94,94,0
21 Jan 1986,3,3,0
28 Jan 1986,1,72,0
29 Jan 1986,21,21,0
05 Feb 1986,2,14,0
16 Feb 1986,13,13,0
02 Mar 1986,38,38,0
13 Mar 1986,3,9,0
20 Mar 1986,2,16,0
24 Mar 1986,4,5,0
25 Mar 1986,9,9,0
27 Mar 1986,0,0,35
30 Mar 1986,49,54,0
31 Mar 1986,167,167,0
02 Apr 1986,4,121,0
02 Apr 1986,11,11,0
27 Apr 1986,13,13,0
01 May 1986,37,37,0
03 May 1986,22,22,0
03 May 1986,22,150,0
18 May 1986,19,19,0
24 May 1986,13,13,0
10 Jun 1986,23,26,0
12 Jun 1986,1,16,0
18 Jun 1986,25,25,0
02 Jul 1986,54,92,0
10 Jul 1986,17,17,0
04 Aug 1986,13,13,0
14 Aug 1986,59,59,0
16 Aug 1986,60,60,0
28 Aug 1986,2,2,0
31 Aug 1986,67,67,15
05 Sep 1986,16,384,1
09 Sep 1986,3,4,0
19 Sep 1986,5,5,0
03 Oct 1986,13,13,0
04 Oct 1986,3,3,0
14 Oct 1986,14,14,0
15 Oct 1986,3,80,0
19 Oct 1986,34,44,0
20 Oct 1986,70,93,0
22 Oct 1986,2,2,0
23 Oct 1986,13,54,0
30 Oct 1986,21,23,0
02 Nov 1986,103,103,0
06 Nov 1986,45,47,0
25 Nov 1986,40,40,0
12 Dec 1986,72,82,0
15 Dec 1986,6,44,0
25 Dec 1986,63,106,0
27 Dec 1986,11,14,0
02 Jan 1987,22,22,0
03 Jan 1987,50,51,0
13 Jan 1987,54,54,0
15 Jan 1987,10,10,0
16 Jan 1987,9,9,0
06 Feb 1987,14,17,0
09 Feb 1987,36,36,0
04 Mar 1987,9,22,0
06 Mar 1987,9,9,0
13 Mar 1987,6,6,1
21 Mar 1987,2,2,0
30 Mar 1987,40,40,0
04 Apr 1987,27,45,0
13 Apr 1987,4,4,0
23 Apr 1987,2,2,0
05 May 1987,14,14,0
08 May 1987,2,6,0
09 May 1987,183,183,0
11 May 1987,2,2,0
20 May 1987,14,16,0
23 May 1987,8,8,0
25 May 1987,7,30,0
11 Jun 1987,53,53,0
18 Jun 1987,46,46,0
19 Jun 1987,8,29,0
21 Jun 1987,45,45,0
26 Jun 1987,50,50,0
01 Jul 1987,4,6,1
24 Jul 1987,1,163,0
30 Jul 1987,5,12,44
04 Aug 1987,2,33,0
16 Aug 1987,154,155,2
31 Aug 1987,83,83,0
08 Sep 1987,9,9,0
13 Sep 1987,15,15,0
21 Sep 1987,5,5,0
11 Oct 1987,2,9,0
11 Oct 1987,49,49,0
15 Oct 1987,37,37,0
19 Oct 1987,9,9,0
20 Oct 1987,10,11,10
06 Nov 1987,10,10,0
15 Nov 1987,28,82,0
23 Nov 1987,18,21,0
28 Nov 1987,159,159,0
29 Nov 1987,115,115,0
03 Dec 1987,14,14,0
07 Dec 1987,43,43,0
08 Dec 1987,42,43,0
13 Dec 1987,15,15,0
14 Dec 1987,29,29,0
21 Dec 1987,16,16,0
21 Dec 1987,15,15,0
30 Dec 1987,17,17,0
02 Jan 1988,16,16,0
18 Jan 1988,9,9,0
18 Jan 1988,11,143,0
18 Jan 1988,108,108,0
19 Jan 1988,9,17,0
19 Jan 1988,10,11,0
24 Jan 1988,27,31,0
01 Feb 1988,16,16,0
08 Feb 1988,21,21,0
19 Feb 1988,12,12,0
27 Feb 1988,20,51,0
27 Feb 1988,15,15,0
01 Mar 1988,17,17,0
04 Mar 1988,23,23,0
08 Mar 1988,17,17,0
17 Mar 1988,143,143,0
31 Mar 1988,4,4,0
05 Apr 1988,2,112,0
10 Apr 1988,29,29,0
12 Apr 1988,24,24,0
19 Apr 1988,17,17,0
27 Apr 1988,29,29,0
28 Apr 1988,1,95,0
06 May 1988,36,36,0
24 May 1988,0,45,0
26 May 1988,6,6,0
26 May 1988,2,2,0
12 Jun 1988,22,22,0
18 Jun 1988,21,25,0
26 Jun 1988,3,136,0
03 Jul 1988,290,290,0
06 Jul 1988,8,8,0
20 Jul 1988,3,3,0
21 Jul 1988,6,6,0
02 Aug 1988,29,37,0
15 Aug 1988,39,39,0
17 Aug 1988,30,30,0
26 Aug 1988,4,4,0
31 Aug 1988,1,20,0
31 Aug 1988,7,89,0
31 Aug 1988,14,108,0
31 Aug 1988,20,20,0
09 Sep 1988,76,90,0
12 Sep 1988,7,7,0
15 Sep 1988,35,104,0
19 Sep 1988,34,34,0
02 Oct 1988,8,8,0
04 Oct 1988,6,6,0
07 Oct 1988,44,48,2
11 Oct 1988,6,17,0
17 Oct 1988,33,52,0
19 Oct 1988,124,129,0
19 Oct 1988,34,34,0
25 Oct 1988,12,69,0
02 Nov 1988,1,29,0
14 Nov 1988,6,12,0
18 Nov 1988,4,4,0
30 Nov 1988,14,14,0
07 Dec 1988,6,14,0
08 Dec 1988,5,5,0
10 Dec 1988,25,25,0
11 Dec 1988,77,83,0
14 Dec 1988,8,8,5
21 Dec 1988,259,259,11
08 Jan 1989,47,126,0
31 Jan 1989,19,19,0
03 Feb 1989,26,29,0
06 Feb 1989,3,3,0
08 Feb 1989,144,144,0
19 Feb 1989,4,4,0
24 Feb 1989,9,356,0
28 Feb 1989,2,2,0
10 Mar 1989,10,10,0
10 Mar 1989,24,69,0
15 Mar 1989,2,2,0
18 Mar 1989,2,2,0
20 Mar 1989,19,34,0
21 Mar 1989,3,3,18
10 Apr 1989,22,22,0
19 Apr 1989,11,11,0
26 Apr 1989,5,5,0
05 May 1989,6,19,0
08 May 1989,16,16,0
09 May 1989,10,0,0
07 Jun 1989,176,187,0
11 Jun 1989,6,22,0
17 Jun 1989,20,113,1
18 Jun 1989,6,39,0
22 Jun 1989,62,62,0
27 Jun 1989,12,13,0
28 Jun 1989,3,47,0
28 Jun 1989,30,30,0
29 Jun 1989,2,2,0
19 Jul 1989,2,5,0
19 Jul 1989,10,10,0
19 Jul 1989,112,298,0
21 Jul 1989,3,22,0
21 Jul 1989,1,98,8
23 Jul 1989,30,30,0
26 Jul 1989,42,48,0
27 Jul 1989,13,19,0
27 Jul 1989,75,199,4
31 Jul 1989,3,3,0
03 Aug 1989,34,34,0
07 Aug 1989,16,16,0
08 Aug 1989,10,10,0
13 Aug 1989,2,2,0
15 Aug 1989,34,40,0
25 Aug 1989,54,54,0
03 Sep 1989,13,54,0
03 Sep 1989,126,126,45
08 Sep 1989,55,55,0
15 Sep 1989,6,6,0
15 Sep 1989,22,22,0
19 Sep 1989,171,171,0
20 Sep 1989,2,7,0
20 Sep 1989,2,63,0
21 Sep 1989,26,26,0
21 Sep 1989,24,24,0
23 Sep 1989,11,11,0
26 Sep 1989,7,7,0
27 Sep 1989,10,21,0
28 Sep 1989,9,9,0
04 Oct 1989,4,4,0
06 Oct 1989,5,5,0
10 Oct 1989,5,5,0
10 Oct 1989,12,12,0
18 Oct 1989,57,57,0
20 Oct 1989,15,15,0
21 Oct 1989,127,146,0
26 Oct 1989,36,36,0
26 Oct 1989,54,54,0
28 Oct 1989,20,20,0
09 Nov 1989,2,10,0
10 Nov 1989,18,18,0
21 Nov 1989,34,42,0
23 Nov 1989,24,24,0
25 Nov 1989,1,52,0
27 Nov 1989,107,107,3
27 Nov 1989,5,5,0
28 Nov 1989,3,7,0
28 Nov 1989,8,8,0
01 Dec 1989,5,5,0
21 Dec 1989,24,28,0
26 Dec 1989,6,6,0
28 Dec 1989,7,7,0
30 Dec 1989,5,5,0
02 Jan 1990,9,16,0
13 Jan 1990,27,71,0
15 Jan 1990,23,23,0
17 Jan 1990,1,1,0
23 Jan 1990,25,25,0
25 Jan 1990,19,19,0
25 Jan 1990,73,158,0
26 Jan 1990,30,30,0
27 Jan 1990,28,28,0
29 Jan 1990,2,2,0
29 Jan 1990,1,1,0
05 Feb 1990,15,15,0
12 Feb 1990,2,40,2
14 Feb 1990,92,146,0
17 Feb 1990,29,29,0
27 Feb 1990,1,1,0
01 Mar 1990,0,1,50
12 Mar 1990,11,13,0
21 Mar 1990,3,3,0
23 Mar 1990,4,46,0
27 Mar 1990,25,25,0
27 Mar 1990,11,11,0
12 Apr 1990,5,5,0
18 Apr 1990,20,22,0
20 Apr 1990,20,24,0
26 Apr 1990,7,24,0
30 Apr 1990,10,10,0
30 Apr 1990,1,4,0
05 May 1990,3,3,24
10 May 1990,20,40,0
11 May 1990,10,10,0
11 May 1990,8,119,0
18 May 1990,21,21,4
06 Jun 1990,2,2,0
06 Jun 1990,23,42,0
10 Jun 1990,0,87,0
05 Jul 1990,8,12,0
27 Jul 1990,30,30,0
31 Jul 1990,9,9,0
01 Aug 1990,47,47,0
10 Aug 1990,83,83,0
27 Aug 1990,5,5,0
29 Aug 1990,13,17,0
03 Sep 1990,3,10,0
11 Sep 1990,18,18,0
12 Sep 1990,8,8,0
14 Sep 1990,4,128,0
20 Sep 1990,12,12,0
24 Sep 1990,4,4,0
02 Oct 1990,128,226,0
03 Oct 1990,1,97,0
19 Oct 1990,4,4,0
24 Oct 1990,11,31,0
14 Nov 1990,46,46,0
18 Nov 1990,16,16,0
19 Nov 1990,15,15,0
21 Nov 1990,38,38,0
25 Nov 1990,13,13,0
03 Dec 1990,8,198,0
04 Dec 1990,10,10,0
06 Dec 1990,10,12,0
10 Jan 1991,21,22,0
30 Jan 1991,1,21,0
31 Jan 1991,14,14,0
01 Feb 1991,34,101,0
05 Feb 1991,63,63,0
14 Feb 1991,22,22,0
17 Feb 1991,2,2,0
20 Feb 1991,20,72,0
22 Feb 1991,47,47,0
03 Mar 1991,25,25,0
05 Mar 1991,45,45,0
16 Mar 1991,10,10,0
16 Mar 1991,9,9,0
21 Mar 1991,98,98,0
21 Mar 1991,27,27,0
23 Mar 1991,34,63,0
25 Mar 1991,28,28,0
04 Apr 1991,6,7,0
04 Apr 1991,5,5,2
05 Apr 1991,23,23,0
19 Apr 1991,11,22,0
09 May 1991,13,13,0
13 May 1991,7,7,0
15 May 1991,13,14,0
23 May 1991,13,181,0
24 May 1991,4,10,0
26 May 1991,223,223,0
01 Jun 1991,2,3,0
10 Jun 1991,7,7,0
20 Jun 1991,2,18,0
26 Jun 1991,10,10,0
26 Jun 1991,4,53,0
04 Jul 1991,3,3,0
09 Jul 1991,15,15,0
10 Jul 1991,13,15,0
11 Jul 1991,261,261,0
25 Jul 1991,9,9,0
06 Aug 1991,6,10,0
14 Aug 1991,9,9,0
16 Aug 1991,69,69,0
20 Aug 1991,4,4,0
28 Aug 1991,3,3,0
03 Sep 1991,3,10,0
04 Sep 1991,14,20,0
11 Sep 1991,14,14,0
16 Sep 1991,13,13,0
17 Sep 1991,4,4,0
18 Sep 1991,2,2,0
23 Sep 1991,1,16,0
26 Sep 1991,10,10,0
27 Sep 1991,15,15,0
29 Sep 1991,1,10,0
05 Oct 1991,134,134,2
13 Oct 1991,12,12,0
25 Oct 1991,3,3,0
25 Oct 1991,17,17,0
30 Oct 1991,5,18,0
01 Nov 1991,40,40,0
07 Nov 1991,51,51,0
11 Nov 1991,15,15,2
16 Nov 1991,20,20,0
20 Nov 1991,3,3,0
20 Nov 1991,23,23,0
25 Nov 1991,1,3,0
26 Nov 1991,41,41,0
29 Nov 1991,16,16,0
